id,name,symbol,slung,rank,is_active,first_history,last_history
7084,3X Long Sushi Token,SUSHIBULL,3x-long-sushi-token,8616,1,2020-09-17T05:44:17.000Z,2022-06-08T19:09:00.000Z
7087,Dego Finance,DEGO,dego-finance,685,1,2020-09-17T05:59:17.000Z,2022-06-08T19:09:00.000Z
7093,YFMoonshot,YFMS,yfmoonshot,8617,1,2020-09-17T07:04:13.000Z,2022-06-08T19:09:00.000Z
7094,dHedge DAO,DHT,dhedge-dao,1009,1,2020-09-17T09:15:00.000Z,2022-06-08T19:10:00.000Z
7095,Unisocks,SOCKS,unisocks,857,1,2020-09-17T09:15:00.000Z,2022-06-08T19:05:00.000Z
7096,Bridge Oracle,BRG,bridge-oracle,318,1,2020-09-17T09:15:00.000Z,2022-06-08T19:05:00.000Z
7102,Linear Finance,LINA,linear,454,1,2020-09-17T09:15:00.000Z,2022-06-08T19:05:00.000Z
7103,Oracle System,ORC,oracle-system,8194,1,2020-09-17T09:15:00.000Z,2022-06-08T19:10:00.000Z
7105,Permission Coin,ASK,permission-coin,683,1,2020-09-17T09:15:00.000Z,2022-06-08T19:10:00.000Z
7109,Hatch DAO,HATCH,hatch-dao,8154,1,2020-09-22T03:55:34.000Z,2022-06-08T19:10:00.000Z
7110,New BitShares,NBS,new-bitshares,775,1,2020-09-22T03:55:34.000Z,2022-06-08T19:05:00.000Z
7113,Markaccy,MKCY,markaccy,8618,1,2020-09-22T03:55:34.000Z,2022-06-08T19:10:00.000Z
7116,Crypto Accept,ACPT,crypto-accept,7702,1,2020-09-22T03:55:34.000Z,2022-06-08T19:10:00.000Z
7118,Livenodes Token,LNOT,livenodes-token,8619,1,2020-09-22T03:55:34.000Z,2022-06-08T19:10:00.000Z
7122,UNIFI DeFi,UNIFI,unifi-defi,8620,1,2020-09-22T03:55:35.000Z,2022-06-08T19:05:00.000Z
7126,Giftedhands,GHD,giftedhands,4570,1,2020-11-01T07:40:00.000Z,2022-06-08T19:05:00.000Z
7127,Velo,VELO,velo,440,1,2020-09-22T03:55:35.000Z,2022-06-08T19:05:00.000Z
7129,TerraClassicUSD,USTC,terrausd,193,1,2020-11-24T11:55:00.000Z,2022-06-08T19:05:00.000Z
7131,YAM V3,YAM,yam,1166,1,2020-09-22T03:55:35.000Z,2022-06-08T19:05:00.000Z
7133,Ducato Finance Token,DUCATO,ducato-protocol-token,4146,1,2020-09-22T03:55:00.000Z,2022-06-08T19:10:00.000Z
7134,Finswap,FNSP,finswap,8621,1,2020-09-22T03:55:00.000Z,2022-06-08T19:05:00.000Z
7135,Kush Finance,KSEED,kush-finance,2414,1,2020-09-22T03:55:00.000Z,2022-06-08T19:05:00.000Z
7136,OneSwap DAO Token,ONES,oneswap-dao-token,5576,1,2020-09-22T03:55:00.000Z,2022-06-08T19:05:00.000Z
7140,yTSLA Finance,yTSLA,ytsla-finance,2384,1,2020-09-22T03:55:00.000Z,2022-06-08T19:05:00.000Z
7141,Axioms,AXI,axioms,8622,1,2020-09-24T06:25:46.000Z,2022-06-08T19:10:00.000Z
7143,DiFy.Finance,YFIII,dify-finance,1480,1,2020-09-28T12:15:37.000Z,2022-06-08T19:05:00.000Z
7145,Defi Shopping Stake,DSS,defi-shopping-stake,4841,1,2020-09-24T06:25:46.000Z,2022-06-08T19:05:00.000Z
7148,ISTARDUST,ISDT,istardust,4107,1,2020-09-24T06:25:46.000Z,2022-06-08T19:10:00.000Z
7150,Flamingo,FLM,flamingo,482,1,2020-10-08T11:10:44.000Z,2022-06-08T19:10:00.000Z
7154,ITEN,ITEN,iten,7898,1,2020-10-13T03:00:00.000Z,2022-06-08T19:05:00.000Z
7157,Basid Coin,BASID,basid-coin,1213,1,2020-09-24T06:25:46.000Z,2022-06-08T19:05:00.000Z
7158,BurgerCities,BURGER,burger-cities,575,1,2020-09-24T06:25:00.000Z,2022-06-08T19:10:00.000Z
7159,Digital Currency Daily,DCD,digital-currency-daily,8623,1,2020-09-24T06:25:00.000Z,2022-06-08T19:10:00.000Z
7161,GokuMarket Credit,GMC,gokumarket-credit,2261,1,2020-10-08T11:30:57.000Z,2022-06-08T19:10:00.000Z
7166,YFIX Finance,YFIX,yfix-finance,8624,1,2020-09-24T06:25:00.000Z,2022-06-08T19:05:00.000Z
7167,Acuity Token,ACU,acuity-token,8625,1,2020-09-24T06:25:00.000Z,2022-06-08T19:10:00.000Z
7169,Chicken,KFC,chicken,5307,1,2020-09-24T06:25:00.000Z,2022-06-08T19:05:00.000Z
7174,Rope,$ROPE,rope,2483,1,2020-09-24T08:40:00.000Z,2022-06-08T19:09:00.000Z
7178,Combine.finance,COMB,combine-finance,8626,1,2020-09-24T08:40:00.000Z,2022-06-08T19:05:00.000Z
7182,BillionHappiness,BHC,billionhappiness,1304,1,2020-10-19T19:50:00.000Z,2022-06-08T19:05:00.000Z
7186,PancakeSwap,CAKE,pancakeswap,64,1,2020-09-28T07:55:00.000Z,2022-06-08T19:05:00.000Z
7187,S.Finance,SFG,s-finance,2705,1,2020-09-27T06:00:41.000Z,2022-06-08T19:10:00.000Z
7189,Origin Dollar,OUSD,origin-dollar,349,1,2020-09-27T06:00:00.000Z,2022-06-08T19:05:00.000Z
7190,PowerTrade Fuel,PTF,powertrade-fuel,1502,1,2020-09-27T06:00:00.000Z,2022-06-08T19:10:00.000Z
7191,SwapShip,SWSH,swapship,8627,1,2020-09-27T06:00:00.000Z,2022-06-08T19:05:00.000Z
7192,Wrapped BNB,WBNB,wbnb,209,1,2020-09-28T08:20:00.000Z,2022-06-08T19:05:00.000Z
7198,SpokLottery,SPKL,spoklottery,8628,1,2020-09-27T06:00:00.000Z,2022-06-08T19:05:00.000Z
7199,Ultra Clear,UCR,ultra-clear,6864,1,2020-09-27T06:00:00.000Z,2022-06-08T19:10:00.000Z
7200,Bidao,BID,bidao,4901,1,2020-09-27T11:10:00.000Z,2022-06-08T19:10:00.000Z
7202,OctoFi,OCTO,octofi,1376,1,2020-09-27T11:10:00.000Z,2022-06-08T19:10:00.000Z
7203,Puriever,PURE,puriever,3865,1,2020-10-05T18:21:00.000Z,2022-06-08T19:06:00.000Z
7206,TitanSwap,TITAN,titanswap,231,1,2020-09-27T11:10:00.000Z,2022-06-08T19:05:00.000Z
7208,Polkastarter,POLS,polkastarter,401,1,2020-09-28T18:46:00.000Z,2022-06-08T19:06:00.000Z
7211,Antique Zombie Shards,ZOMB,antique-zombie-shards,8629,1,2021-07-31T01:36:02.000Z,2022-06-08T19:06:00.000Z
7212,Consensus Cell Network,ECELL,consensus-cell-network,3371,1,2020-09-28T07:10:00.000Z,2022-06-08T19:05:00.000Z
7214,CryptoWater,C2O,cryptowater,8630,1,2020-10-06T22:06:00.000Z,2022-06-08T19:06:00.000Z
7215,CXN Network,CXN,cxn-network,8631,1,2020-09-28T07:10:00.000Z,2022-06-08T19:05:00.000Z
7216,LuaSwap,LUA,lua-token,1170,1,2020-09-28T09:40:00.000Z,2022-06-08T19:05:00.000Z
7217,Morpher,MPH,morpher,4846,1,2020-09-28T07:10:00.000Z,2022-06-08T19:05:00.000Z
7219,Rubic,RBC,rubic,835,1,2020-10-12T08:45:00.000Z,2022-06-08T19:10:00.000Z
7221,Wrapped LEO,WLEO,wrapped-leo,8632,1,2020-09-28T07:20:00.000Z,2022-06-08T19:05:00.000Z
7222,yAxis,YAXIS,yaxis,2369,1,2020-09-30T22:56:00.000Z,2022-06-08T19:06:00.000Z
7223,Dfinance,XFI,dfinance,8633,1,2020-10-21T06:10:00.000Z,2022-06-08T19:05:00.000Z
7224,DODO,DODO,dodo,594,1,2020-09-29T05:30:00.000Z,2022-06-08T19:10:00.000Z
7225,DeFiner,FIN,definer,1332,1,2020-10-12T07:05:00.000Z,2022-06-08T19:05:00.000Z
7226,Injective,INJ,injective-protocol,197,1,2020-10-20T04:10:00.000Z,2022-06-08T19:05:00.000Z
7227,APY.Finance,APY,apy-finance,1933,1,2020-11-05T12:10:00.000Z,2022-06-08T19:05:00.000Z
7228,DerivaDAO,DDX,derivadao,532,1,2020-12-22T17:20:00.000Z,2022-06-08T19:10:00.000Z
7229,Gelato,GEL,gelato,2921,1,2021-09-14T22:36:03.000Z,2022-06-08T19:06:00.000Z
7230,Opium,OPIUM,opium,1495,1,2021-01-26T18:40:00.000Z,2022-06-08T19:05:00.000Z
7231,Nsure.Network,NSURE,nsure-network,2268,1,2020-10-30T22:00:00.000Z,2022-06-08T19:05:00.000Z
7232,Alpha Venture DAO,ALPHA,alpha-finance-lab,333,1,2020-10-09T05:10:00.000Z,2022-06-08T19:05:00.000Z
7235,Trading Membership Community,TMC,trading-membership-community,3192,1,2020-09-29T04:20:00.000Z,2022-06-08T19:05:00.000Z
7236,Celo Dollar,CUSD,celo-dollar,367,1,2020-09-29T04:20:00.000Z,2022-06-08T19:10:00.000Z
7237,Yearn Finance Bit,YFBT,yearn-finance-bit,2671,1,2020-09-29T04:20:00.000Z,2022-06-08T19:05:00.000Z
7242,cVault.finance,CORE,cvault-finance,376,1,2020-09-29T04:20:00.000Z,2022-06-08T19:10:00.000Z
7243,QChi Chain,QHC,qchi-chain,8634,1,2020-09-29T04:20:00.000Z,2022-06-08T19:05:00.000Z
7244,SaTT,SATT,satt,1044,1,2020-09-29T04:20:00.000Z,2022-06-08T19:05:00.000Z
7245,Stobox Token,STBU,stobox-token,1967,1,2020-10-05T04:30:00.000Z,2022-06-08T19:05:00.000Z
7247,Timers,IPM,timers,8635,1,2020-10-10T19:25:00.000Z,2022-06-08T19:05:00.000Z
7250,YFE Money,YFE,yfe-money,8636,1,2020-09-29T07:55:00.000Z,2022-06-08T19:10:00.000Z
7255,Aitra,AITRA,aitra,1642,1,2020-10-01T11:31:00.000Z,2022-06-08T19:06:00.000Z
7256,Mettalex,MTLX,mettalex,2032,1,2020-10-07T07:50:00.000Z,2022-06-08T19:05:00.000Z
7257,APEcoin.dev,APE,apecoin,7652,1,2020-10-01T11:31:12.000Z,2022-06-08T19:09:00.000Z
7262,extraDNA,XDNA,extradna,2280,1,2020-10-18T03:00:00.000Z,2022-06-08T19:05:00.000Z
7263,HLP Token,HLP,help-coin,8637,1,2021-05-20T20:30:03.000Z,2022-06-08T19:05:00.000Z
7270,SAFE DEAL,SFD,safe-deal,1128,1,2020-10-01T11:31:13.000Z,2022-06-08T19:06:00.000Z
7271,Starname,IOV,starname,8638,1,2020-10-04T22:06:00.000Z,2022-06-08T19:06:00.000Z
7273,Unlimited FiscusFYI,UFFYI,unlimited-fiscusfyi,8139,1,2021-05-11T15:33:03.000Z,2022-06-08T19:08:00.000Z
7276,Kirobo,KIRO,kirobo,6015,1,2021-06-03T01:42:03.000Z,2022-06-08T19:07:00.000Z
7277,BDCashProtocol Ecosystem,BDECO,bdcash,8639,1,2020-10-10T19:20:00.000Z,2022-06-08T19:05:00.000Z
7278,Aave,AAVE,aave,42,1,2020-10-04T12:56:22.000Z,2022-06-08T19:06:00.000Z
7281,Persistence,XPRT,persistence,167,1,2021-04-01T13:09:03.000Z,2022-06-08T19:09:00.000Z
7284,PieDAO DOUGH v2,DOUGH,piedao-dough-v2,1468,1,2020-10-04T12:56:22.000Z,2022-06-08T19:06:00.000Z
7286,YFOX FINANCE,YFOX,yfox-finance,8640,1,2020-10-10T18:45:00.000Z,2022-06-08T19:05:00.000Z
7288,Venus,XVS,venus,360,1,2020-10-05T05:10:00.000Z,2022-06-08T19:05:00.000Z
7296,Truebit,TRU,truebit,2915,1,2021-05-02T11:48:03.000Z,2022-06-08T19:08:00.000Z
7301,AurusDeFi,AWX,aurusdefi,5349,1,2020-10-07T23:01:00.000Z,2022-06-08T19:06:00.000Z
7305,Jackpot,777,jackpot,5604,1,2021-01-17T21:00:00.000Z,2022-06-08T19:05:00.000Z
7307,Cyclops Treasure,CYTR,cyclops-treasure,8641,1,2020-10-04T12:56:00.000Z,2022-06-08T19:06:00.000Z
7308,Compound Uni,CUNI,compound-uniswap,4015,1,2021-07-29T13:39:03.000Z,2022-06-08T19:09:00.000Z
7309,Bellevue Network,BLV,bellevue-network,8642,1,2020-10-04T12:56:00.000Z,2022-06-08T19:06:00.000Z
7310,Gem Exchange and Trading,GXT,gemma-extending-tech,754,1,2020-10-05T11:41:00.000Z,2022-06-08T19:06:00.000Z
7311,Beefy Finance,BIFI,beefy-finance,437,1,2020-10-05T11:41:00.000Z,2022-06-08T19:06:00.000Z
7312,Florin,XFL,florin,1056,1,2020-10-05T11:41:00.000Z,2022-06-08T19:09:00.000Z
7314,PieDAO DEFI Small Cap,DEFI+S,piedao-defi-small-cap,8643,1,2020-10-05T11:41:00.000Z,2022-06-08T19:06:00.000Z
7317,YeaFinance,YEA,yeafinance,8644,1,2020-10-05T11:41:00.000Z,2022-06-08T19:06:00.000Z
7318,Zero Utility Token,ZUT,zero-utility-token,2350,1,2020-10-05T11:41:00.000Z,2022-06-08T19:06:00.000Z
7320,Neutrino Token,NSBT,neutrino-system-base-token,400,1,2020-10-10T19:00:00.000Z,2022-06-08T19:10:00.000Z
7321,yOUcash,YOUC,youcash,205,1,2020-10-06T13:06:00.000Z,2022-06-08T19:06:00.000Z
7322,Stream Protocol,STPL,stream-protocol,1545,1,2020-10-20T00:05:00.000Z,2022-06-08T19:05:00.000Z
7326,DeXe,DEXE,dexe,637,1,2020-10-06T13:06:00.000Z,2022-06-08T19:06:00.000Z
7329,LYNC Network,LYNC,lync-network,1906,1,2020-10-06T13:06:00.000Z,2022-06-08T19:06:00.000Z
7331,YFPRO Finance,YFPRO,yfpro-finance,8645,1,2020-10-06T13:06:00.000Z,2022-06-08T19:06:00.000Z
7332,EasyFi,EZ,easyfi,1341,1,2020-10-07T14:11:00.000Z,2022-06-08T19:06:00.000Z
7333,DeFi Insurance Protocol,DFIP,defi-insurance-protocol,8152,1,2020-10-07T12:26:00.000Z,2022-06-08T19:06:00.000Z
7334,Conflux,CFX,conflux-network,161,1,2020-11-10T04:35:00.000Z,2022-06-08T19:05:00.000Z
7336,Index Cooperative,INDEX,index-cooperative,2852,1,2020-10-07T12:26:00.000Z,2022-06-08T19:06:00.000Z
7337,PieDAO DEFI Large Cap,DEFI+L,piedao-defi-large-cap,8646,1,2020-11-09T17:15:00.000Z,2022-06-08T19:05:00.000Z
7346,Kauri,KAU,kauri-crypto,8042,1,2020-12-07T22:30:00.000Z,2022-06-08T19:10:00.000Z
7348,Portion,PRT,portion,1244,1,2021-01-10T08:25:00.000Z,2022-06-08T19:05:00.000Z
7349,Centaur,CNTR,centaur,1632,1,2020-10-08T05:30:00.000Z,2022-06-08T19:10:00.000Z
7351,fry.world,FRIES,fryworld,8048,1,2020-10-26T00:25:00.000Z,2022-06-08T19:09:00.000Z
7355,Reflex,RFX,reflex,7372,1,2021-09-10T02:37:03.000Z,2022-06-08T19:07:00.000Z
7363,POP Network Token,POP,pop-network-token,3802,1,2020-10-09T10:40:00.000Z,2022-06-08T19:10:00.000Z
7366,Stabilize,STBZ,stabilize,8647,1,2020-10-09T10:40:00.000Z,2022-06-08T19:05:00.000Z
7367,SnowSwap,SNOW,snowswap,1809,1,2021-01-21T20:40:00.000Z,2022-06-08T19:05:00.000Z
7368,Power Index Pool Token,PIPT,power-index-pool-token,2109,1,2020-12-09T06:25:00.000Z,2022-06-08T19:09:00.000Z
7371,Mover,MOVE,mover,4754,1,2020-10-09T10:40:00.000Z,2022-06-08T19:05:00.000Z
7375,SUP,SUP,sup,5356,1,2020-10-11T02:50:00.000Z,2022-06-08T19:10:00.000Z
7376,Doki Doki Finance,DOKI,doki-doki-finance,2195,1,2020-10-11T03:05:00.000Z,2022-06-08T19:05:00.000Z
7377,Dogeswap,DOGES,dogeswap,1956,1,2020-10-11T03:45:00.000Z,2022-06-08T19:05:00.000Z
7379,LimitSwap,LIMIT,limitswap,6868,1,2020-10-11T06:25:00.000Z,2022-06-08T19:09:00.000Z
7380,Dracula Token,DRC,dracula-token,1960,1,2020-10-11T06:35:00.000Z,2022-06-08T19:05:00.000Z
7381,CoFiX,COFI,cofix,4233,1,2020-10-12T10:15:00.000Z,2022-06-08T19:05:00.000Z
7382,ACoconut,AC,acoconut,2064,1,2020-10-12T06:10:00.000Z,2022-06-08T19:10:00.000Z
7385,deCraft Finance,CRAFT,decraft-finance,8648,1,2020-10-12T06:45:00.000Z,2022-06-08T19:10:00.000Z
7386,Spaceswap MILK2,MILK2,spaceswap,2004,1,2020-10-12T07:00:00.000Z,2022-06-08T19:05:00.000Z
7389,Non-Fungible Yearn,NFY,non-fungible-yearn,2285,1,2020-10-12T07:35:00.000Z,2022-06-08T19:05:00.000Z
7390,Spaceswap SHAKE,SHAKE,shake,2061,1,2020-10-12T07:30:00.000Z,2022-06-08T19:10:00.000Z
7391,Star Pacific Coin,SPC,star-pacific-coin,8649,1,2021-11-10T18:11:04.000Z,2022-06-08T19:06:00.000Z
7392,Talent Token,TTX,talent-token,4263,1,2021-01-03T16:25:00.000Z,2022-06-08T19:05:00.000Z
7395,Atari Token,ATRI,atari-token,960,1,2020-10-29T21:10:00.000Z,2022-06-08T19:05:00.000Z
7396,r/CryptoCurrency Moons,xMOON,moon,8650,1,2021-03-16T04:00:00.000Z,2022-06-08T19:10:00.000Z
7398,Coreto,COR,coreto,1572,1,2021-02-11T01:45:00.000Z,2022-06-08T19:05:00.000Z
7399,Global Gaming,GMNG,global-gaming,8049,1,2020-10-13T03:00:00.000Z,2022-06-08T19:10:00.000Z
7400,YFi Management,YEFIM,yfi-management,8651,1,2020-10-18T02:25:00.000Z,2022-06-08T19:05:00.000Z
7403,Wrapped BIND,WBIND,wrapped-bind,8652,1,2021-02-09T23:00:00.000Z,2022-06-08T19:05:00.000Z
7404,Value Liquidity,VALUE,value-defi,3115,1,2020-10-13T04:05:00.000Z,2022-06-08T19:05:00.000Z
7406,MoonTools,MOONS,moontools,2223,1,2020-10-13T08:10:00.000Z,2022-06-08T19:05:00.000Z
7410,Yearn Finance DOT,YFDOT,yearn-finance-dot,8653,1,2020-10-13T08:55:00.000Z,2022-06-08T19:05:00.000Z
7411,Covalent,CQT,covalent,503,1,2021-06-23T01:13:04.000Z,2022-06-08T19:08:00.000Z
7412,UniLend,UFT,unilend,881,1,2020-10-14T14:15:00.000Z,2022-06-08T19:10:00.000Z
7414,Behodler,EYE,beholder,6931,1,2020-10-14T08:50:00.000Z,2022-06-08T19:10:00.000Z
7420,Digital Reserve Currency,DRC,digital-reserve-currency,1836,1,2020-10-14T09:45:00.000Z,2022-06-08T19:05:00.000Z
7422,PlotX,PLOT,plotx,1177,1,2020-10-20T10:50:00.000Z,2022-06-08T19:10:00.000Z
7423,RUSH,RUC,rush,8078,1,2020-10-19T23:25:00.000Z,2022-06-08T19:05:00.000Z
7424,Hermez Network,HEZ,hermez-network,639,1,2020-10-17T09:50:00.000Z,2022-06-08T19:05:00.000Z
7425,PayAccept,PAYT,payaccept,4064,1,2020-11-29T01:35:00.000Z,2022-06-08T19:05:00.000Z
7428,SWAG Finance,SWAG,swag-finance,8654,1,2020-10-15T08:20:00.000Z,2022-06-08T19:10:00.000Z
7429,Liquity,LQTY,liquity,305,1,2021-04-07T04:06:04.000Z,2022-06-08T19:06:00.000Z
7430,Zenfuse,ZEFU,zenfuse,1648,1,2020-10-15T09:45:00.000Z,2022-06-08T19:10:00.000Z
7431,Akash Network,AKT,akash-network,466,1,2020-10-19T02:15:00.000Z,2022-06-08T19:05:00.000Z
7435,Pepemon Pepeballs,PPBLZ,pepemon-pepeballs,1929,1,2021-02-13T10:45:00.000Z,2022-06-08T19:10:00.000Z
7436,BonFi,BNF,bonfi,2284,1,2020-10-25T02:50:00.000Z,2022-06-08T19:05:00.000Z
7437,MobieCoin,MBX,mobiepay,4019,1,2020-10-22T19:30:00.000Z,2022-06-08T19:05:00.000Z
7438,ZeroSwap,ZEE,zeroswap,1293,1,2020-10-18T13:15:00.000Z,2022-06-08T19:05:00.000Z
7440,BarnBridge,BOND,barnbridge,579,1,2020-10-25T05:50:00.000Z,2022-06-08T19:10:00.000Z
7442,YFIA,YFIA,yfia,8655,1,2020-10-18T06:35:00.000Z,2022-06-08T19:05:00.000Z
7445,cCOMP,CCOMP,ccomp,5484,1,2021-07-29T13:39:04.000Z,2022-06-08T19:09:00.000Z
7447,GALAXY NETWORK,GNC,galaxy-network,8656,1,2020-10-18T15:00:00.000Z,2022-06-08T19:05:00.000Z
7448,LCG,LCG,lcg,5260,1,2020-10-18T15:00:00.000Z,2022-06-08T19:10:00.000Z
7454,ETG Finance,ETGF,etg-finance,8657,1,2020-10-20T03:00:00.000Z,2022-06-08T19:10:00.000Z
7455,Audius,AUDIO,audius,113,1,2020-10-22T17:45:00.000Z,2022-06-08T19:05:00.000Z
7460,Alpha Quark Token,AQT,alpha-quark-token,435,1,2020-10-21T03:00:00.000Z,2022-06-08T19:05:00.000Z
7461,PlayDapp,PLA,playdapp,134,1,2020-10-19T23:45:00.000Z,2022-06-08T19:05:00.000Z
7462,United,UTED,united,7433,1,2020-10-20T00:20:00.000Z,2022-06-08T19:10:00.000Z
7463,RAMP,RAMP,ramp,631,1,2020-10-20T04:25:00.000Z,2022-06-08T19:05:00.000Z
7465,Vox.Finance,VOX,vox-finance,2180,1,2020-10-20T06:10:00.000Z,2022-06-08T19:05:00.000Z
7467,Swirge,SWG,swirge,2542,1,2020-10-20T06:45:00.000Z,2022-06-08T19:10:00.000Z
7469,Apiary Fund Coin,AFC,apiary-fund-coin,8658,1,2020-10-20T06:15:00.000Z,2022-06-08T19:10:00.000Z
7472,Wrapped Gen-0 CryptoKitties,WG0,wrapped-gen-0-cryptokitties,1982,1,2020-10-20T06:40:00.000Z,2022-06-08T19:05:00.000Z
7473,Wrapped Basic CryptoKitties,WCK,wrapped-cryptokitties,2098,1,2021-02-13T13:45:00.000Z,2022-06-08T19:05:00.000Z
7474,Axia Protocol,AXIA,axia-protocol,6844,1,2020-10-26T23:15:00.000Z,2022-06-08T19:10:00.000Z
7475,Camp,CAMP,camp,8021,1,2020-10-20T18:30:00.000Z,2022-06-08T19:10:00.000Z
7478,Yearn Finance Network,YFN,yearn-finance-network,8659,1,2020-11-08T00:20:00.000Z,2022-06-08T19:05:00.000Z
7481,Moonday Finance,MOONDAY,moonday-finance,8660,1,2020-10-26T02:55:00.000Z,2022-06-08T19:05:00.000Z
7483,DeFi Gold,DFGL,defi-gold,8202,1,2020-10-21T04:00:00.000Z,2022-06-08T19:05:00.000Z
7486,Rari Governance Token,RGT,rari-governance-token,322,1,2020-12-04T09:25:00.000Z,2022-06-08T19:05:00.000Z
7487,Chonk,CHONK,chonk,2331,1,2020-10-21T07:35:00.000Z,2022-06-08T19:05:00.000Z
7489,BananoDOS,yBAN,bananodos,8661,1,2020-10-21T18:25:00.000Z,2022-06-08T19:05:00.000Z
7496,Enoki Finance,SPORE,enoki-finance,8662,1,2020-10-22T03:25:00.000Z,2022-06-08T19:05:00.000Z
7497,Marlin,POND,marlin,438,1,2020-12-20T23:35:00.000Z,2022-06-08T19:10:00.000Z
7498,Yield Protocol,YIELD,yield-protocol,1997,1,2021-03-31T00:34:05.000Z,2022-06-08T19:09:00.000Z
7501,WOO Network,WOO,wootrade,145,1,2020-10-28T08:55:00.000Z,2022-06-08T19:05:00.000Z
7502,StableXSwap,STAX,stablexswap,897,1,2020-10-23T08:40:00.000Z,2022-06-08T19:10:00.000Z
7504,WeBlock,WON,weblock,2566,1,2020-10-25T03:10:00.000Z,2022-06-08T19:05:00.000Z
7505,Everscale,EVER,everscale,228,1,2020-10-25T03:25:00.000Z,2022-06-08T19:05:00.000Z
7507,Neeva Defi,NVA,neeva-defi,7855,1,2020-10-25T05:10:00.000Z,2022-06-08T19:05:00.000Z
7509,BoringDAO,BOR,boringdao,599,1,2020-10-25T05:15:00.000Z,2022-06-08T19:10:00.000Z
7510,QuiverX,QRX,quiverx,8663,1,2020-10-25T05:20:00.000Z,2022-06-08T19:05:00.000Z
7511,DogDeFiCoin,DOGDEFI,dogdeficoin,8664,1,2020-10-25T05:30:00.000Z,2022-06-08T19:05:00.000Z
7512,Unistake,UNISTAKE,unistake,1409,1,2020-10-25T21:00:00.000Z,2022-06-08T19:05:00.000Z
7513,BitOnyx,BTNYX,bitonyx,7822,1,2020-10-25T21:00:00.000Z,2022-06-08T19:10:00.000Z
7514,IDall,IDALL,idall,8665,1,2020-10-25T21:05:00.000Z,2022-06-08T19:05:00.000Z
7515,Ubiner,UBIN,ubiner,6264,1,2020-10-25T21:15:00.000Z,2022-06-08T19:05:00.000Z
7517,YFI CREDITS GROUP,YFICG,yfi-credits-group,8666,1,2020-10-25T21:45:00.000Z,2022-06-08T19:05:00.000Z
7518,Voice Token,VOICE,nix-bridge-token,6219,1,2020-10-25T21:50:00.000Z,2022-06-08T19:05:00.000Z
7521,EDC Blockchain,EDC,edc-blockchain,1893,1,2020-10-26T03:30:00.000Z,2022-06-08T19:05:00.000Z
7530,Yearn Finance Red Moon,YFRM,yearn-finance-red-moon,7962,1,2020-10-26T07:10:00.000Z,2022-06-08T19:05:00.000Z
7533,Oraichain,ORAI,oraichain-token,908,1,2020-10-27T03:05:00.000Z,2022-06-08T19:05:00.000Z
7534,Tsunami finance,NAMI,tsunami,8667,1,2020-10-27T03:05:00.000Z,2022-06-08T19:10:00.000Z
7535,Keep3rV1,KP3R,keep3rv1,565,1,2020-10-27T10:40:00.000Z,2022-06-08T19:05:00.000Z
7536,Aspire,ASP,aspire,8668,1,2020-10-27T16:45:00.000Z,2022-06-08T19:05:00.000Z
7537,Tatcoin,TAT,tatcoin,6335,1,2020-10-27T17:40:00.000Z,2022-06-08T19:05:00.000Z
7539,Colibri Protocol,CLBR,colibri,8147,1,2020-10-28T07:00:00.000Z,2022-06-08T19:10:00.000Z
7540,MegaCryptoPolis,MEGA,megacryptopolis,7263,1,2020-10-28T07:35:00.000Z,2022-06-08T19:08:00.000Z
7543,Hoo Token,HOO,hoo-token,328,1,2020-10-28T08:10:00.000Z,2022-06-08T19:05:00.000Z
7544,The Luxury Coin,TLB,the-luxury-coin,8669,1,2020-10-28T22:15:00.000Z,2022-06-08T19:05:00.000Z
7545,Jointer,JNTR,jointer,4364,1,2020-10-28T08:15:00.000Z,2022-06-08T19:05:00.000Z
7547,SURF Finance,SURF,surf,8670,1,2020-10-28T08:55:00.000Z,2022-06-08T19:10:00.000Z
7548,WEMIX,WEMIX,wemix,218,1,2020-10-28T23:50:00.000Z,2022-06-08T19:05:00.000Z
7551,YYFI.Protocol,YYFI,yyfi-protocol,8671,1,2020-10-29T02:45:00.000Z,2022-06-08T19:05:00.000Z
7552,Hyve,HYVE,hyve,1326,1,2020-10-29T03:10:00.000Z,2022-06-08T19:05:00.000Z
7553,unFederalReserve,eRSDL,unfederalreserve,983,1,2020-10-29T04:45:00.000Z,2022-06-08T19:10:00.000Z
7554,Hiz Finance,HIZ,hiz-finance,8672,1,2020-10-29T05:00:00.000Z,2022-06-08T19:10:00.000Z
7558,Dollar on Chain,DOC,dollar-on-chain,8673,1,2022-05-19T20:35:00.000Z,2022-06-08T19:05:00.000Z
7559,Tadpole Finance,TAD,tadpole-finance,1762,1,2020-12-07T12:55:00.000Z,2022-06-08T19:05:00.000Z
7560,Fundamenta,FMTA,fundamenta,2330,1,2020-10-29T11:25:00.000Z,2022-06-08T19:05:00.000Z
7569,King Swap,$KING,kingswap,8674,1,2020-10-30T15:45:00.000Z,2022-06-08T19:05:00.000Z
7570,Blurt,BLURT,blurt,6375,1,2020-11-01T04:40:00.000Z,2022-06-08T19:05:00.000Z
7572,Yearn Secure,YSEC,yearn-secure,2156,1,2020-11-01T05:40:00.000Z,2022-06-08T19:10:00.000Z
7574,Stacy,STACY,stacy,8675,1,2020-11-01T06:15:00.000Z,2022-06-08T19:10:00.000Z
